Stanza_text,ST_Correct,Title,Author,Year,Copyrighted
"Besa el aura que gime blandamente
las leves ondas que jugando riza;
el sol besa a la nube en occidente
y de púrpura y oro la matiza;
la llama en derredor del tronco ardiente
por besar a otra llama se desliza;
y hasta el sauce, inclinándose a su peso,
al río que le besa, vuelve un beso.",octava_real,IX,"Bécquer, Gustavo Adolfo",1870,
"¡Chispa infernal!... ¡Al fin eres hoguera!
¡Gota de cieno!... ¡Al fin eres pantano!
Áspid hoy... después hidra, hidra altanera,
que haces sangrar el corazón humano,
tú llegaste hasta mí, calumnia artera,
mas ¿qué importa?... tu empeño ha sido vano:
El rayo rasga el nubarrón, y al monte
hiere... ¡pero ilumina el horizonte!",octava_real,La calumnia,"Flórez, Julio",1923,
"Doble es el hombre; ángel y bestia unidos
Disputándose el cetro en lucha ingrata.
Doble es el mundo: —espíritu y sentidos,
Cada cual en su mundo se dilata.
Doble es la vida: a todos los nacidos
El tiempo a un doble fin nos arrebata,
Nudo entre lo visible y lo invisible,
El polvo y Dios, lo eterno y lo finible.",octava_real,Our life is twofold,"Pombo, Rafael",1912,
"Las flores desnudaron la ternura
una beldad venusta, mi princesa,
el aire se ha cuajado de hermosura
sus labios un tesoro, son de fresa
tan bella y seductora, ¡que locura!,
un rayo turbulento cuando besa.
Pasión insoslayable y duradera
en una noche blanca, primavera.",octava_real,Pasión,"Burgos Cuadrado, José Luis",-,Yes
"En una hermosa noche, inflado el pecho,
Dijo a su padre la inocente Inés:
—«¡Ah! ¡qué bello será visto al derecho
Un cielo que es así visto al revés!»
Y abrazándola el padre satisfecho
Repuso: —«¡Y qué ángel no serás después.
Si en este mundo de miseria lleno
Eres ya un serafín tan lindo y bueno!»",octava_real,El cielo,"Pombo, Rafael",1912,
"Nuestros padres de consuno
nuestras bodas acordaron,
porque los cielos juntaron
los destinos de los dos.
Y halagado desde entonces
con tan risueña esperanza,
mi alma, doña Inés, no alcanza
otro porvenir que vos.",octavilla,Don Juan Tenorio,"Zorrilla, José",1893,
"En vano a apagarla
concurren tiempo y ausencia,
que doblando su violencia,
no hoguera ya, volcán es;
y yo, que en medio del cráter
desamparado batallo,
suspendido en él me hallo
entre mi tumba y mi Inés",octavilla,Don Juan Tenorio,"Zorrilla, José",1893,
"Doña Inés del alma mía
Luz de donde el sol la toma,
hermosísima paloma
privada de libertad,
si os dignáis por estas letras
pasar vuestros lindos ojos,
no los tornéis con enojos
sin concluir, acabad",octavilla,Don Juan Tenorio,"Zorrilla, José",1893,
"En un pueblo de mi tierra
la luna me vio nacer
el día me vio crecer
el tiempo me vio emigrar;
y viviendo en la ciudad
fueron pasando mis años
y hoy quiero por desengaños
a mi pueblo regresar.",octavilla,En un pueblo de mi tierra,Anonymous,Unknown,
"Merced a tus traiciones,
Al fin respiro, Lice,
Al fin de un infelice
El cielo hubo piedad;
Ya rotas las prisiones
Libre está el alma mía;
No sueno, no, este día,
Mi dulce libertad",octavilla,La Libertad,"Meléndez Valdés, Juan",1817,
"Con diez cañones por banda,
viento en popa a toda vela,
no corta el mar, sino vuela
un velero bergantín:
bajel pirata, que llaman,
por su bravura el «Temido»,
en todo mar conocido
del uno al otro confín.",octavilla,Canción del pirata,"de Espronceda, José",1842,
"Por veros muero de día,
de noche por no teneros,
muérome así, por quereros
de esta manera sufriente,
pero vos sois como el mármol
que no ríe ni se queja,
ni boca tiene ni oreja,
ni ojos que miren de frente.",octavilla,¡Miradme...!,"Estoico, Luis",-,Yes
"Reparad en mi dolor,
no me seáis inadvertida,
concededle a la mi vida
siquiera algún miramiento;
no dejéis que muera así
entre penas abatido,
miradme, por Dios, os pido,
¡miradme sólo un momento!",octavilla,¡Miradme...!,"Estoico, Luis",-,Yes
"La mayor cuita que haber
pueda ningún amador
es membrarse del placer
en el tiempo del dolor;
e ya sea que el ardor
del fuego nos atormenta,
mayor dolor nos aumenta
esta tristeza y langor.",octavilla,El infierno de los enamorados,"López de Mendoza (Marqués de Santillana), Íñigo",1458,
"Gruesas gotas de mi llanto
ruedan culpa del pecado;
es que nunca había yo amado
gema del llano tan bella,
origina tentación
rumor de amores ocultos,
ilusión sentir tus bultos,
Amor bajo luz de estrella.   ",octavilla,Oculto,"Rivas Zambrano, Nelson E.",-,
"¿Quién menoscaba mis bienes?
Desdenes.
¿Y quién aumenta mis duelos?
Los celos.
¿Y quién prueba mi paciencia?
Ausencia.
De ese modo, en mi dolencia
ningún remedio se alcanza,
pues me matan la esperanza
desdenes, celos y ausencia.",ovillejo,Don Quijote,"de Cervantes Saavedra, Miguel",1616,
"¿Quién mejorará mi suerte?
¡La muerte!
Y el bien de amor, ¿quién le alcanza?
¡Mudanza!
Y sus males, ¿quién los cura?
¡Locura!
Dese modo no es cordura
querer curar la pasión,
cuando los remedios son
muerte, mudanza y locura.",ovillejo,Don Quijote,"de Cervantes Saavedra, Miguel",1616,
"Lo esencial desconocimos.
Seguimos
los momentos ignorando,
ahorrando
cual si fuera pasatiempo
el tiempo.
Confrontar el contratiempo
¡Qué tarea retorcida!
Sabiendo que el tiempo es vida,
¿seguimos ahorrando el tiempo?",ovillejo,Don Quijote,"de Cervantes Saavedra, Miguel",1618,
"Como una estrella fugaz
La paz,
no construyen la verdad,
libertad
fue perdiendo en su interior
amor.
Las guerras son destructivas
sólo nos causan dolor
invito a cultivar siempre
la paz, libertad y amor.",ovillejo,"Paz, libertad y amor","Delia, Arjona",-,Yes
"¿Quién me causa este dolor?
Amor.
Y ¿quién mi gloria repuna?
Fortuna.
Y ¿quién consiente en mi duelo?
El cielo.
De esto modo, yo recelo
morir deste mal extraño,
pues se aúnan en mi daño
Amor, fortuna y el cielo.",ovillejo,Don Quijote,"de Cervantes Saavedra, Miguel",1616,
"Fuiste una flor infrecuente,
limpia fuente.
Hoy bendigo tu amistad.
Con tu bondad
me diste paz y alegría,
la armonía,
cambiaste mi noche en día,
y fue la naturaleza,
el cielo, el mar, la belleza,
fuente, bondad, y armonía.",ovillejo,"Fuiste una flor infrecuente,",Anonymous,Unknown,
"¿Quién de amor venturas halla?
El que calla.
¿Quién triunfa de su aspereza?
La firmeza.
¿Quién da alcance a su alegría?
La porfía.
De ese modo, bien podría
esperar dichosa palma
si en esta empresa mi alma
calla, está firme y porfía.",ovillejo,La ilustre fregona,"de Cervantes Saavedra, Miguel",1616,
"Con quién se sustenta amor?
Con favor.
¿Y con qué mengua su furia?
Con la injuria.
¿Antes con desdenes crece?
Desfallece.
Claro en esto se parece
que mi amor será inmortal,
pues la causa de mi mal
ni injuria ni favorece.",ovillejo,El caballero de Olmedo,"de Vega Carpio, Lope",1635,
"Quien desespera, ¿qué espera?
Muerte entera.
Pues, ¿qué muerte el mal remedia?
La que es media.
Luego, ¿bien será morir?
Mejor sufrir.
Porque se suele decir,
y esta verdad se reciba,
que tras la tormenta esquiva
suele la calma venir.",ovillejo,La ilustre fregona,"de Cervantes Saavedra, Miguel",1616,
"¿Del abanico el donaire?
Es aire.
¿Su varillaje y papel?
Oropel.
¿El valor de tal monada?
Nada.
Pues la dama más preciada
si la virtud no atesora
cual abanico, lectora
es aire, oropel y nada.",ovillejo,Del abanico el donaire,Anonymous,Unknown,
"Ese vago clamor que rasga el viento 
es la voz funeral de una campana: 
vano remedo del postrer lamento 
de un cadáver sombrío y macilento 
que en sucio polvo dormirá mañana.",quinteto,A la memoria desagraciada del joven literato Don Mariano José de Larra,"Zorrilla, José",1893,
"¡Siempre habrá una mujer-yegua cansada!
¡Un cargador-acémila aguardando
llevar un muro! ¡Un águila amarrada!
¡Un hombre-buey detrás de una alambrada
esperando, esperando y esperando!",quinteto,Bestias que aguardan,"Pardo García, Germán",1991,Yes
"Unidos desde el cielo descendieron,
Y las puertas del mundo al entreabrir,
De nuestra vida las miserias vieron,
Y tornados en ángeles volvieron
A su mansión espléndida a subir.",quinteto,En la tumba de unos gemelos,"Gutiérrez González, Gregorio",1872,
"Él vivirá, porque tu amor, bien mío,
le infundirá calor y lo hará eterno;
mientras que yo... me moriré de frío,
como mueren las flores en invierno:
implorando una ráfaga de estío.",quinteto,LXIX,"Flórez, Julio",1923,
"En mis versos está toda mi vida.
Cada estrofa es un ánfora que, en calma,
lleva una tempestad, y que convida
en ella a ver la sangre de una herida...
el filo de un dolor... la hiel de un alma.",quinteto,XIX,"Flórez, Julio",1923,
"En el lugar donde tu seno arranca
ostenta su blancor una flor breve;
pero esa flor, para vivir tan blanca,
en ese vaso en que el rubor se estanca,
tiene que serde mármol... ¡o de nieve!",quinteto,C,"Flórez, Julio",1923,
"Si no te supe yo comprender,
si una lágrima te hice verter,
bien sé que al cabo perdonarás
con toda tu alma... ¡Qué vas a hacer!
¡El que más ama perdona más!",quinteto,III. El que más ama...,"Nervo, Amado",1919,
"El tiempo que se va siempre nos deja
en el alma fulgores infinitos;
es el recuerdo luminosa abeja
que de las flores vívidas se aleja
en busca de los cálices marchitos.",quinteto,LXXVI,"Flórez, Julio",1923,
"Nuestros fieles sentidos ¡cuánto fallan!
¡Qué miedo a ver el fondo cerebral!
¡Qué espanto a oír lo que los labios callan!
¡Qué temor a las bestias que batallan
sepultas en la célula sexual!",quinteto,Temor de los sentidos,"Pardo García, Germán",1991,
"Por hacerte sufrir, ángel de hielo,
por hacerte llorar siquiera una
lágrima de infinito desconsuelo,
diera en la vida de ultratumba... ¡el cielo!
Y en ésta: ¡bienestar, gloria y fortuna!",quinteto,CXI,"Flórez, Julio",1923,
"Cabellera de luz, frente de armiño,
cejas de oro, tez de terciopelo,
mejillas de arrebol, ojos decielo,
acento de turpial, candor de niño,
boca de miel ¡y... corazón de hielo!",quinteto,LXXXI,"Flórez, Julio",1923,
"A un tal que asesinó a diez
y era la imagen del vicio,
muerto, el Soberano Juez
le salvó del sacrificio
sólo porque amó una vez.",quintilla,Abrojos – XV,"Darío, Rubén",1916,
"Si ella fuera mía
una vida, un mes, un día,
una hora o un segundo,
con que alegría me iría
cuando me fuera del mundo.",quintilla,Los pequeños poemas,"Blanco Meaño, Andrés Eloy",1955,
"Su vida escribió Benito
A los siglos por venir.
Bien hizo el autor maldito;
Que si él no la hubiera escrito,
¿Quién la habría de escribir?",quintilla,Su vida escribió Benito,"Bretón de los Herreros, Manuel",1873,
"Tu crítica majadera
de los dramas que escribí,
Pedancio, poco me altera;
mas pesadumbre tuviera
si te gustaran a ti.",quintilla,Tu crítica majadera,"Fernández de Moratín, Leandro",1828,
"Su dolor no llame agudo
quien llora con frenesí.
El gran sentimiento es mudo.
¡Triste de aquél que no pudo
decir siquiera: ay de mí!",quintilla,De la extrema aflicción,"de Iriarte, Juan",1771,
"Este difunto era esposo
y los celos le mataron
de ejemplar tan horroroso
los demás escarmentaron
y ya ninguno es celoso",quintilla,Epitafio de un celoso,"Cadalso, José",1782,
"Hubo una selva y un nido 
y en ese nido un jilguero 
que alegre y estremecido, 
tras de un ensueño querido 
cruzó por el mundo entero.",quintilla,Al ruiseñor mexicano,"Acuña, Manuel",1873,
"Negro se va pa Triana.
Y ér sabe que hemos reñío
porque a mi me ha dao la gana.
¡Es mío! ¡Na más que mío!
¡Qué pases las de mañana!",quintilla,Negro se va pa Triana…,"Álvarez Quintero, Serafín / Álvarez Quintero, Joaquín",1944,Yes
"En la cabeza le dio
Un palo Juan a Ginés
¿Y rompióselo? Al revés.
El palo se le rompió.
Ginés era aragonés.",quintilla,Epigrama a un aragonés,"Cadalso, José",1782,
"Llegó el ansiado momento
De las puñaladas fieras.
Ya se acabó mi tormento.
¡Pésimo actor, sólo siento
Que no hayas muerto de veras!",quintilla,Llegó el ansiado momento,"Bretón de los Herreros, Manuel",1873,
"Es el mejor de los buenos
quien sabe que en esta vida
todo es cuestión de medida:
un poco más, algo menos...",redondilla,Proverbios y cantares – XIII,"Machado, Manuel",1939,
"De aquí sólo sale indiana,
de aquí sale manta y lona,
de aquí sale la ladrona,
que se robó la manzana.",redondilla,La manzana,"Acuña, Manuel",1873,
"Una lagartija, quieta,
Comparte luz y sosiego
Conmigo, que al sol me entrego
Gran minuto, nuestra meta.",redondilla,Trébol,"Guillén, Jorge",1984,
"Soñé y soñando estaba,
y la vida era ilusión,
y se tornó obsesión
por el reflejo que daba.",redondilla,Sueños de ilusión,"de Asén, Miguel",-,Yes
"Ese hombre, cuyo renombre
Puebla Corte y arrabales,
A todos los animales
Remeda..., menos al hombre.",redondilla,"Ese hombre, cuyo renombre","Bretón de los Herreros, Manuel",1873,
"Voy a hablarte ingenuamente.
Tu soneto, don Gonzalo,
Si es el primero, es muy malo;
Si es el último, excelente.",redondilla,Voy a hablarte ingenuamente.,"Bretón de los Herreros, Manuel",1873,
"A cuantos encuentras, das
besos, en prueba de amor:
si me amas, hazme favor
de no besarme jamás.",redondilla,Epigrama a un hediondo pródigo de besos,"de Iriarte, Juan",1771,
"A la abeja semejante,
para que cause placer,
el epigrama ha de ser:
pequeño, dulce y punzante.",redondilla,Canciones del epigrama – Epigrama 13,"de Iriarte, Juan",1771,
"Aquí yace mi mujer
¡qué dicha para los dos!
ella se fue a ver a Dios,
y Dios me ha venido a ver",redondilla,Aquí yace mi mujer,"Fernández de Moratín, Leandro",1828,
"El ideal del cariño:
encontrar una morena
graciosa, bonita y buena:
casarse… y tener un niño.",redondilla,El ideal del cariño,"Álvarez Quintero, Serafín / Álvarez Quintero, Joaquín",1944,Yes
"Los aires andan contrarios,
el sol eclipse hacía, 
la luna perdió su lumbre,  
el norte no parecía, 
cuando el triste rey don Juan   
en la su cama yacía, 
cercado de pensamientos,   
que valer no se podía. 
-¡Recuerda, buen rey, recuerda,   
llorarás tu mancebía!  
¡Cierto no debe dormir   
el que sin dicha nacía! 
¡Quién eres tú, la doncella?  
dímelo por cortesía. 
-A mí me llaman Fortuna,   
que busco tu compañía.  
-¡Fortuna, cuánto me sigues,   
por la gran desdicha mía, 
apartado de los míos,   
de los que yo más quería! 
¡Qué es de ti, mi nuevo amor,   
qué es de ti, triste hija mía?  
que en verdad hija tú tienes,   
Estella, por nombradía. 
¿Que es de ti, Olite y Tafalla?   
¿qué es de mi genealogía?  
¡Y ese castillo de Maya   
que el duque me lo tenía! 
Pero si el rey no me ayuda,   
La vida me costaría.",romance,Romance del rey don Juan de Navarra,Anonymous,Unknown,
"Mas, ¡ay Madre de piedad!,
que sobre la cruz le tienden,
para tomar la medida
por donde los clavos entren.
¡Oh terrible desatino!,
medir al inmenso quieren,
pero bien cabrá en la cruz
el que cupo en el pesebre.
Ya Jesús está de espaldas,
y tantas penas padece,
que con ser la cruz tan dura,
ya por descanso la tiene.
Alma de pórfido y mármol,
mientras en tus vicios duermes,
dura cama tiene Cristo,
no te despierte la muerte.",romance,Al desnudarle la túnica,"de Vega Carpio, Lope",1635,
"«Ensíllenme el potro rucio
del alcaide de los Vélez,
denme el adarga de Fez
y la jacerina fuerte;

una lanza con dos hierros,
entrambos de agudos temples,
y aquel acerado casco
con el morado bonete,

que tiene plumas pajizas
entre blancos martinetes,
y garzotas medio pardas,
antes que me vista, denme.

Pondréme la toca azul
que me dio para ponerme
Adalifa la de Baza,
hija de Zelín Hamete;

y aquella medalla en cuadro
que dos ramos la guarnecen
con las hojas de esmeraldas,
por ser los ramos laureles;

y un Adonis que va a caza
de los jabalíes monteses,
dejando su diosa amada,
y dice la letra ""Muere""».

Esto dijo el moro Azarque
antes que a la guerra fuese,
aquel discreto y animoso,
aquel galán y valiente,

Almoralife el de Baza,
de Zulema descendiente,
caballeros que en Granada
paseaban con los reyes.

Trajéronle la medalla,
y suspirando mil veces,
del bello Adonis miraba
la gentileza y la suerte:

«Adalifa de mi alma,
no te aflijas ni lo pienses;
viviré para gozarte,
gozosa vendrás a verme;

breve será mi jornada,
tu firmeza no sea breve,
procura, aunque eres mujer,
ser de todas diferente.

No le parezcas a Venus,
aunque en beldad le pareces,
en olvidar a su amante
y no respetalle ausente.

Cuando sola te imagines,
mi retrato te consuele,
sin admitir compañía
que me ultraje y te desvele;
",romance,Ensíllenme el potro rucio,"de Vega Carpio, Lope",1635,
"Indigna hazaña del Golfo,
Siendo amenaza del Orbe,
Juntarse con un Cuidado
Para contrastar un hombre.
Entre la luz y la muerte
La vista dudosa pone;
Grandes Volcanes suspira
Y mucho piélago sorbe.
Pasó el mar en un gemido
Aquel espíritu noble:
Ofensa le hizo Neptuno,
Estrella le hizo Jove,
De los bramidos del Ponto
Hero formaba razones,
Descifrando de la orilla
La confusión en sus voces.
Murió sin saber su muerte,
Y expiraron tan conformes,
Que el verle muerto añadió
La ceremonia del golpe.
De piedad murió la luz,
Leandro murió de amores,
Hero murió de Leandro,
Y Amor de envidia murióse.",romance,Haro y Leandro,"de Quevedo, Francisco ",1645,
"Estabais las tres hermanas,
las tres de todos los cuentos,
las tres en el mirador
tejiendo encajes y sueños.
Y yo pasé por la calle
y miré... Mis pasos secos
resonaron olvidados
en el vesperal silencio.
La mayor miró curiosa,
y la mediana riendo
me miró y te dijo algo...
Tú bordabas en silencio,
como si no te importase,
como si te diese miedo.
Y después te levantaste
y me dijiste un secreto
en una larga mirada,
larga, larga... Los reflejos
en las vidrieras borrosas
desdibujaban tu esbelto
perfil. Era tu figura
la flor de un nimbo de ensueño.
... Tres erais, tres, las hermanas
como en los libros de cuento.",romance,Las tres hermanas,"Diego Cendoya, Gerardo",1987,Yes
"¡Abenámar, Abenámar,   
moro de la morería,   
el día que tú naciste   
grandes señales había!   
Estaba la mar en calma,    
la luna estaba crecida:   
moro que en tal signo nace:   
no debe decir mentira.   
Allí respondiera el moro,   
bien oiréis lo que decía:   
-Yo te la diré, señor,   
aunque me cueste la vida,   
porque soy hijo de un moro   
y una cristiana cautiva;   
siendo yo niño y muchacho   
mi madre me lo decía:   
que mentira no dijese,   
que era grande villanía;   
por tanto pregunta, rey,   
que la verdad te diría.   
-Yo te agradezco, Abenámar,   
aquesa tu cortesía.   
¿Qué castillos son aquéllos?   
¡Altos son y relucían!   
-El Alhambra era, señor,   
y la otra la mezquita,   
los otros los Alixares,   
labrados a maravilla.   
El moro que los labraba   
cien doblas ganaba al día,   
y el día que no los labra,   
otras tantas se perdía.   
El otro es Generalife,   
huerta que par no tenía.   
El otro Torres Bermejas,   
castillo de gran valía.   ",romance,Romance de Abenámar,Anonymous,Unknown,
"Entre tu casa y mi casa
hay un muro de silencio,
de ortigas y de chumberas,
de cal, de arena, de viento,
de madreselvas oscuras
y de vidrios en acecho.
Un muro para que nunca
lo pueda saltar el pueblo
que anda rondando la llave
que guarda nuestro secreto.
¡Y yo sé bien que me quieres!
¡Y tú sabes que te quiero!
Y lo sabemos los dos
y nadie puede saberlo.
¡Ay, pena, penita, pena
de nuestro amor en silencio!
¡Ay, qué alegría, alegría,
quererte como te quiero!
Cuando por la noche a solas
me quedo con tu recuerdo
derribaría la pared
que separa nuestro sueño,
rompería con mis manos
de tu cancela los hierros,
con tal de verme a tu vera,
tormento de mis tormentos,
y te estaría besando
hasta quitarte el aliento.
Y luego, qué se me daba
quedarme en tus brazos muerto.
¡Ay, qué alegría y qué pena
quererte como te quiero!
Nuestro amor es agonía,
luto, angustia, llanto, miedo,
muerte, pena, sangre, vida,
luna, rosa, sol y viento.
Es morirse a cada paso
y seguir viviendo luego
con una espada de punta
siempre pendiente del techo.
Salgo de mi casa al campo
sólo con tu pensamiento,
para acariciar a solas
la tela de aquel pañuelo
que se te cayó un domingo
cuando venías del pueblo
y que no te he dicho nunca,
mi vida, que yo lo tengo.
Y lo estrujo entre mis manos
lo mismo que un limón nuevo,
y miro tus iniciales
y las repito en silencio
para que ni el campo sepa
lo que yo te estoy queriendo.
Ayer, en la Plaza Nueva,
—vida, no vuelvas a hacerlo—
te vi besar a mi niño,
a mi niño el más pequeño,
y cómo lo besarías
—¡ay, Virgen de los Remedios!—
que fue la primera vez
que a mí me distes un beso.
Llegué corriendo a mi casa,
alcé mi niño del suelo
y sin que nadie me viera,
como un ladrón en acecho,
en su cara de amapola
mordió mi boca tu beso.
¡Ay, qué alegría y qué pena
quererte como te quiero!
Mira, pase lo que pase,
aunque se hunda el firmamento,
aunque tu nombre y el mío
lo pisoteen por el suelo,
y aunque la tierra se abra
y aun cuando lo sepa el pueblo
y ponga nuestra bandera
de amor a los cuatro vientos,
sígueme queriendo así,
tormento de mis tormentos.
¡Ay, qué alegría y qué pena
quererte como te quiero!",romance,Pena y alegría del amor,"de León, Rafael",1982,Yes
" ¡Quién hubiese tal ventura 
sobre las aguas del mar, 
como hubo el conde Arnaldos
 la mañana de San Juan!
 Con un falcón en la mano 
 la caza iba a cazar, 
vio venir una galera 
que a tierra quiere llegar.
 Las velas traía de seda,
 la jarcia de un cendal,  
marinero que la manda 
diciendo viene un cantar 
que la mar ponía en calma,
 los vientos hace amainar,
 los peces que andan al hondo  
arriba los hace andar, 
las aves que andan volando 
las hace a el mástil posar. 
-Galera, la mi galera, 
Dios te me guarde de mal,  
de los peligros del mundo 
sobre aguas de la mar, 
de los llanos de Almería 
del estrecho de Gibraltar, 
y del golfo de Venecia,  
y de los bancos de Flandes, 
y del golfo de León, 
donde suelen peligrar. 
Allí habló el conde Arnaldos, 
bien oiréis lo que dirá:  
-Por Dios te ruego, marinero, 
dígaisme ora ese cantar. 
Respondióle el marinero, 
tal respuesta le fue a dar: 
-Yo no digo esta canción  
Sino a quien conmigo va.",romance,Romance del conde Arnaldos,Anonymous,Unknown,
"Es blanca a la luz del Sol,
más oscura en el momento
que el atardecer apaga;
cuando se oscurece el cielo,
es la Luna quien la baña
en color del universo.
Eres Venus que se ensalza
para alimentar mis sueños,
eres la esencia erótica
que está llamando a mi cuerpo
con el canto del amor
y la excitación del sexo.",romance,Erótica al atardecer,"Ponc y Mora, Javier",-,Yes
"Aleteante, temblorosa y blanca,
te veo subir con retenido esfuerzo.
Hoy llega el sol donde hasta ayer la luna.
Llega la luna donde ayer el cierzo.
Al fin la vida con la luz se aclara.
Al fin la muerte con la luz ya se muerto.
¡Cantan las cumbres y los valles! ¡Cantan
los siempre vivos a los nunca muertos!
Cara con cara junto a Dios, escuchas
vibrar los aires y vivir los sueños.
Vida con vida, luz con luz amada,
y cielo, humano, en el amor, con Cielo.
Bajar la luz de amor, la luz de vida
lenta en los aires minuciosos siento.
Fundida luz de Dios con luz del alma.
Qué claridad de pronto. Qué silencio.",romance_arte_mayor,"Mira los aires, alma solitaria","Bousoño, Carlos",2015,Yes
"Como en los duros filos de un alfanje
la duna desolada de mi cuerpo
va hacinando el acervo de mi sangre
al vaivén de la arena del recuerdo.
La oigo en mí, latiendo con mis venas,
afirmándose al árbol de mis huesos
y batiendo la isla de nostalgia
naufragada en la ola de mi pecho.
Sus mínimas agujas impacientes
van desde mi balcón a tu silencio
y vienen de tu giba a mi llanura
en un trajín constante de hormiguero.
Y en tu éxodo de granos lacerantes
confundes con el mío tu desierto
y te echas a dormir sobre mi angustia
cual si estuvieses en tu propio lecho.
Y pasas de ti a mí tu poderío
haciéndome acerico de tus juegos.",romance_arte_mayor,Como en los duros filos de un alfanje,"García Cabrera, Pedro",1981,Yes
"Docto, ilustre Esquadron, que felizmente
Alistado en las haces de Minerva,
Tantas veces habéis bajo su auspicio
Triunfado de la gran Naturaleza,
Y recibido de su sacra mano
Coronas tantas: ínclita Academia,
Con Regia autoridad establecida
Para fomento de las Artes Bellas:
A cuyos pechos el valor heroico 
Y la virtud se crían y alimentan;
Canten otros a quienes más propicio
El sacro Apolo de su numen llena,
Canten de vuestro augusto origen dignas
Vuestras primeras célebres empresas,
Los insignes progresos conseguidos
Por medio de mil triunfos, mil proezas.
Los trabajos publiquen excelentes
Por el bello capricho y gentileza
De la rara invención, por la gran copia
De sus varias y hermosas diferencias.
Las obras digan del triforme ingenio
Tan perfectas en sí, que solo al verlas
Calla la Antigüedad, calla la misma
Naturaleza atónita, suspensa.",romance_arte_mayor,Entrada del rey Carlos III en Madrid,"de Iriarte, Juan",1771,
"Esta noche pasaste por mi camino
y me tembló en el alma no sé qué afán,
pero yo estoy consciente de mi destino
que es mirarte de lejos y nada más.
No, tú nunca dijiste que hay primavera
en las rosas ocultas de tu rosal.
Ni yo debo mirarte de otra manera
que mirarte de lejos y nada más.
Y así pasas a veces tranquila y bella,
así como esta noche te vi pasar.
Más yo debo mirarte como una estrella
que se mira de lejos y nada más.
Y así pasan las rosas de cada día,
dejando las raíces que no se van.
Y yo con mi secreta melancolía
de mirarte de lejos y nada más.
Y así seguirás siempre, siempre prohibida,
más allá de la muerte, si hay más allá.
Porque en esa vida, si hay otra vida,
te miraré de lejos y nada más...",romance_arte_mayor,Poema del amor imposible,"Buesa, José Ángel",1982,Yes
"Qué lánguidos dejaron y rendidos
Del día los cuidados y faenas
Cuando en alto silencio sepultado,
Por todas partes el bullicio cesa;
Y al orbe todo una quietud profunda
Oprimiendo, a sus leyes le sujeta:
La Academia olvidada del sosiego,
E incapaz de rendirse a la violencia
Con que el fuerte Morfeo reducirla
A su dominio universal intenta,
Todo su ardiente afan, su anhelo todo
Ocupado tenía en las tareas
De la activa Minerva, ejercitando
La noble juventud ansiosa de ellas.
En las estancias de aquel Real Palacio
Mas interiores, un salón se ostenta,
Salón ancho, elevado, majestuoso,
De figura cuadrada muy perfecta.",romance_arte_mayor,Entrada del rey Carlos III en Madrid,"de Iriarte, Juan",1771,
"Yo quisiera ser tus ojos y mirarte
en donde poses leve tu mirada,
en la niña de tus ojos enredarme
y encender en tu pupila llamaradas.
Quisiera ser tu manta y arroparte
cuando el frío se asome a la ventana,
templar desnuda tu piel y acariciarte,
y despertar contigo en la mañana.
Yo quisiera ser Amor y enamorarte
en cada mirada, cuando ríes y cuando callas,
ser el fuego de tu cuerpo y adosarme
al lado de tu sombra mientras andas.",romance_arte_mayor,Yo quisiera ser tu sombra y acompañarte ,"Rodríguez, Ana",-,Yes
"Quizás pases con otro que te diga al oído
esas frases que nadie como yo te dirá;
y, ahogando para siempre mi amor inadvertido,
te amaré más que nunca... y jamás lo sabrás. 2
Yo te amaré en silencio como algo inaccesible,
como un sueño que nunca lograré realizar;
y el lejano perfume de mi amor imposible
rozará tus cabellos... y jamás lo sabrás.
Y si un día una lágrima denuncia mi tormento,
—el tormento infinito que te debo ocultar—,
te diré sonriente: «No es nada... Ha sido el viento».
Me enjugaré una lágrima... ¡y jamás lo sabrás!",romance_arte_mayor,Poema del renunciamiento,"Buesa, José Ángel",1982,Yes
"De un Arte de Bien Comer,
primera lección:
No has de coger la cuchara
con el tenedor.",seguidilla,Proverbios y cantares – LXXIII,"Machado, Manuel",1939,
"A la guerra me lleva
mi necesidad;
si tuviera dineros
no fuera en verdad.",seguidilla,Don Quijote,"de Cervantes Saavedra, Miguel",1616,
"Tengo unas calabasas
puestas al humo;
ar primero que pase
se las emplumo.",seguidilla,Tengo unas calabasas,"Álvarez Quintero, Serafín / Álvarez Quintero, Joaquín",1944,Yes
"¡Quién tuviera la zuerte…
que tiene la luz
que ze apaga y ze quea
donde duermes tú!",seguidilla,Quién tuviera la zuerte,"Álvarez Quintero, Serafín / Álvarez Quintero, Joaquín",1944,Yes
"En la naturaleza 
flota la música 
más armoniosa y bella, 
que psique escucha 
cuando es sensible 
o cuando la alegría 
En ella existe.",seguidilla_compuesta,En la naturaleza ,"Amenofis, Rigel",-,Yes
"Fingiendo realidades
con sombra vana,
delante del Deseo
va la Esperanza.
Y sus mentiras,
como el fénix, renacen
de sus cenizas.",seguidilla_compuesta,Fingiendo realidades,"Bécquer, Gustavo Adolfo",1870,
"En la cuna del hambre
mi niño estaba.
Con sangre de cebolla
se amamantaba.

Pero tu sangre,
escarchada de azúcar,
cebolla y hambre.",seguidilla_compuesta,Nanas de la Cebolla,"Hernández, Miguel",1942,Yes
